"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","Industry","Summary Quote",
"RFEU","First Trust RiverFront Dynamic Europe ETF","60.66","115254121.32","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/rfeu",
"FID","First Trust S&P International Dividend Aristocrats ETF","16.9747","13579793.9494","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/fid",
"FTSL","First Trust Senior Loan Fund ETF","48.09","1837038096.18","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ftsl",
"FYX","First Trust Small Cap Core AlphaDEX Fund","65.59","744446631.18","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/fyx",
"FYC","First Trust Small Cap Growth AlphaDEX Fund","48.67","445330597.34","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/fyc",
"RNSC","First Trust Small Cap US Equity Select ETF","22.3205","4464144.641","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/rnsc",
"FYT","First Trust Small Cap Value AlphaDEX Fund","37.65","69652575.3","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/fyt",
"SDVY","First Trust SMID Cap Rising Dividend Achievers ETF","20.7358","4147201.4716","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/sdvy",
"FKO","First Trust South Korea AlphaDEX Fund","24","2400048","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/fko",
"FCVT","First Trust SSI Strategic Convertible Securities ETF","29.6254","180714999.2508","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/fcvt",
"FDIV","First Trust Strategic Income ETF","49.0837","83442388.1674","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/fdiv",
"FSZ","First Trust Switzerland AlphaDEX Fund","48.0629","211476856.1258","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/fsz",
"FIXD","First Trust TCW Opportunistic Fixed Income ETF","48.64","321024097.28","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/fixd",
"TUSA","First Trust Total US Market AlphaDEX ETF","34.96","15732069.92","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/tusa",
"FKU","First Trust United Kingdom AlphaDEX Fund","36.63","10989073.26","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/fku",
"RNDV","First Trust US Equity Dividend Select ETF","22.2903","4458104.5806","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/rndv",
"FUNC","First United Corporation","19.75","139878249.25","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/func",
"FUSB","First US Bancshares, Inc.","10.25","62445706","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/fusb",
"MYFW","First Western Financial, Inc.","16","120691104","n/a","2018","Finance","Major Banks","https://www.nasdaq.com/symbol/myfw",
"FCFS","FirstCash, Inc.","76.83","3405646636.86","n/a","1991","Consumer Services","Other Specialty Stores","https://www.nasdaq.com/symbol/fcfs",
"SVVC","Firsthand Technology Value Fund, Inc.","15.95","116469228.7","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/svvc",
"FSV","FirstService Corporation","80.84","2799536168.04","n/a","n/a","Finance","Real Estate","https://www.nasdaq.com/symbol/fsv",
"FISV","Fiserv, Inc.","80.76","32701912111.44","n/a","1986","Technology","EDP Services","https://www.nasdaq.com/symbol/fisv",
"FIVE","Five Below, Inc.","121.05","6745738581.9","n/a","2012","Consumer Services","Department/Specialty Retail Stores","https://www.nasdaq.com/symbol/five",
"FPRX","Five Prime Therapeutics, Inc.","12.8","455412620.8","n/a","2013","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/fprx",
"FVE","Five Star Senior Living Inc.","0.7901","39965505.0444","n/a","n/a","Health Care","Hospital/Nursing Management","https://www.nasdaq.com/symbol/fve",
"FIVN","Five9, Inc.","39.22","2286713118.62","n/a","2014","Technology","EDP Services","https://www.nasdaq.com/symbol/fivn",
"FLEX","Flex Ltd.","12.17","6483714051.14","n/a","1994","Technology","Electrical Products","https://www.nasdaq.com/symbol/flex",
"FLKS","Flex Pharma, Inc.","0.55","9938211.8","n/a","2015","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/flks",
"FLXN","Flexion Therapeutics, Inc.","18.78","710176517.28","n/a","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/flxn",
"SKOR","FlexShares Credit-Scored US Corporate Bond Index Fund","48.57","60712548.57","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/skor",
"LKOR","FlexShares Credit-Scored US Long Corporate Bond Index Fund","48.61","26735548.61","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/lkor",
"MBSD","FlexShares Disciplined Duration MBS Index Fund","22.7496","70523782.7496","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/mbsd",
"ASET","FlexShares Real Assets Allocation Index Fund","27.5988","14489397.5988","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/aset",
"ESGG","FlexShares STOXX Global ESG Impact Index Fund","97.28","77824097.28","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/esgg",
"ESG","FlexShares STOXX US ESG Impact Index Fund","68.25","27300068.25","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/esg",
"QLC","FlexShares US Quality Large Cap Index Fund","35.4772","60311275.4772","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/qlc",
"FPAY","FlexShopper, Inc.","0.995","5442153.495","n/a","n/a","Technology","Diversified Commercial Services","https://www.nasdaq.com/symbol/fpay",
"FPAYW","FlexShopper, Inc.","0.2802","0","n/a","n/a","Technology","Diversified Commercial Services","https://www.nasdaq.com/symbol/fpayw",
"FLXS","Flexsteel Industries, Inc.","29.15","228970422.45","n/a","n/a","Consumer Durables","Home Furnishings","https://www.nasdaq.com/symbol/flxs",
"FLIR","FLIR Systems, Inc.","58.35","8053442084.55","n/a","1993","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/flir",
"FLNT","Fluent, Inc.","2.41","181447993.84","n/a","n/a","Consumer Services","Advertising","https://www.nasdaq.com/symbol/flnt",
"FLDM","Fluidigm Corporation","7.51","294118125.32","n/a","2011","Capital Goods","Biotechnology: Laboratory Analytical Instruments","https://www.nasdaq.com/symbol/fldm",
"FFIC","Flushing Financial Corporation","24.09","681637173.69","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/ffic",
"FNCB","FNCB Bancorp Inc.","9.8","164828728.4","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/fncb",
"FOMX","Foamix Pharmaceuticals Ltd.","5.04","205779792.96","n/a","2014","Consumer Durables","Specialty Chemicals","https://www.nasdaq.com/symbol/fomx",
"FOCS","Focus Financial Partners Inc.","44.62","2914155759.36","n/a","2018","Finance","Investment Managers","https://www.nasdaq.com/symbol/focs",
"FONR","Fonar Corporation","23.38","151622386.16","n/a","1981","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://www.nasdaq.com/symbol/fonr",
"FSCT","ForeScout Technologies, Inc.","33.14","1386517848.58","n/a","2017","Technology","Computer peripheral equipment","https://www.nasdaq.com/symbol/fsct",
"FRSX","Foresight Autonomous Holdings Ltd.","2.75","3999591.75","1454397","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/frsx",
"FORM","FormFactor, Inc.","12.25","904814914.5","n/a","2003","Technology","Semiconductors","https://www.nasdaq.com/symbol/form",
"FORTY","Formula Systems (1985) Ltd.","41.83","7029406.01","168047","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/forty",
"FORR","Forrester Research, Inc.","44.15","797967100","n/a","1996","Consumer Services","Diversified Commercial Services","https://www.nasdaq.com/symbol/forr",
"FRTA","Forterra, Inc.","6.71","430876832.43","n/a","2016","Capital Goods","Building Materials","https://www.nasdaq.com/symbol/frta",
"FTNT","Fortinet, Inc.","82.56","13963947252.48","n/a","2009","Technology","Computer peripheral equipment","https://www.nasdaq.com/symbol/ftnt",
"FBIO","Fortress Biotech, Inc.","1.37","74449346.93","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/fbio",
"FBIOP","Fortress Biotech, Inc.","18.89","0","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/fbiop",
"FTSV","Forty Seven, Inc.","12.6","391205883.6","n/a","2018","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/ftsv",
"FMCI","Forum Merger II Corporation","9.55","0","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/fmci",
"FMCIU","Forum Merger II Corporation","10.12","0","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/fmciu",
"FMCIW","Forum Merger II Corporation","0.6","0","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/fmciw",
"FWRD","Forward Air Corporation","66.85","1961949832.15","n/a","n/a","Transportation","Oil Refining/Marketing","https://www.nasdaq.com/symbol/fwrd",
"FORD","Forward Industries, Inc.","1.5","14300775","n/a","n/a","Consumer Non-Durables","Plastic Products","https://www.nasdaq.com/symbol/ford",
"FWP","Forward Pharma A/S","2.3","26413855.5","11484285","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/fwp",
"FOSL","Fossil Group, Inc.","21.33","1053473534.37","n/a","1993","Consumer Non-Durables","Consumer Specialties","https://www.nasdaq.com/symbol/fosl",
"FOXF","Fox Factory Holding Corp.","64.25","2430084509.75","n/a","2013","Consumer Non-Durables","Motor Vehicles","https://www.nasdaq.com/symbol/foxf",
"FRAN","Francesca&#39;s Holdings Corporation","3.47","125694056.37","n/a","2011","Consumer Services","Clothing/Shoe/Accessory Stores","https://www.nasdaq.com/symbol/fran",
"FELE","Franklin Electric Co., Inc.","45.84","2141453280.48","n/a","n/a","Consumer Durables","Metal Fabrications","https://www.nasdaq.com/symbol/fele",
"FRED","Fred&#39;s, Inc.","2.28","84953160.24","n/a","1992","Consumer Services","Department/Specialty Retail Stores","https://www.nasdaq.com/symbol/fred",
"RAIL","Freightcar America, Inc.","17.23","214746932.04","n/a","2005","Capital Goods","Railroads","https://www.nasdaq.com/symbol/rail",
"FEIM","Frequency Electronics, Inc.","10.92","95328127.44","n/a","n/a","Capital Goods","Electrical Products","https://www.nasdaq.com/symbol/feim",
"FRPT","Freshpet, Inc.","36.39","1285034283.99","n/a","2014","Consumer Non-Durables","Packaged Foods","https://www.nasdaq.com/symbol/frpt",
"FTDR","frontdoor, inc.","48.57","0","n/a","n/a","Finance","Diversified Commercial Services","https://www.nasdaq.com/symbol/ftdr",
"FTEO","FRONTEO, Inc.","18","986220","54790","2013","n/a","n/a","https://www.nasdaq.com/symbol/fteo",
"FTR","Frontier Communications Corporation","7.05","745960500","n/a","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/ftr",
"FRPH","FRP Holdings, Inc.","58.02","582870022.38","n/a","n/a","Finance","Real Estate","https://www.nasdaq.com/symbol/frph",
"FSBW","FS Bancorp, Inc.","52.86","196039767.6","n/a","2012","Finance","Banks","https://www.nasdaq.com/symbol/fsbw",
"FSBC","FSB Bancorp, Inc.","17.4","33812602.2","n/a","n/a","Finance","Savings Institutions","https://www.nasdaq.com/symbol/fsbc",
"FTD","FTD Companies, Inc.","2.28","63699396.96","n/a","n/a","Consumer Services","Other Consumer Services","https://www.nasdaq.com/symbol/ftd",
"FTEK","Fuel Tech, Inc.","1.32","31905172.2","n/a","n/a","Capital Goods","Pollution Control Equipment","https://www.nasdaq.com/symbol/ftek",
"FCEL","FuelCell Energy, Inc.","1.04","97076510.96","n/a","n/a","Miscellaneous","Industrial Machinery/Components","https://www.nasdaq.com/symbol/fcel",
"FLGT","Fulgent Genetics, Inc.","3.77","67933511.23","n/a","2016","Health Care","Medical Specialities","https://www.nasdaq.com/symbol/flgt",
"FORK","Fuling Global Inc.","3.64","57439946.2","n/a","2015","Consumer Non-Durables","Plastic Products","https://www.nasdaq.com/symbol/fork",
"FLL","Full House Resorts, Inc.","2.79","75140751.51","n/a","n/a","Consumer Services","Hotels/Resorts","https://www.nasdaq.com/symbol/fll",
"FULT","Fulton Financial Corporation","17.2","3025789600","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/fult",
"FNKO","Funko, Inc.","19.3","932601476","n/a","2017","Consumer Non-Durables","Recreational Products/Toys","https://www.nasdaq.com/symbol/fnko",
"FSNN","Fusion Connect, Inc.","2.62","205575776.94","n/a","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/fsnn",
"FTFT","Future FinTech Group Inc.","1.0899","28356018.7617","n/a","n/a","Consumer Non-Durables","Packaged Foods","https://www.nasdaq.com/symbol/ftft",
"FFHL","Fuwei Films (Holdings) Co., Ltd.","1.88","6139773.56","n/a","2006","Capital Goods","Specialty Chemicals","https://www.nasdaq.com/symbol/ffhl",
"FVCB","FVCBankcorp, Inc.","19.37","197165467.33","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/fvcb",
"WILC","G. Willi-Food International,  Ltd.","6.89","91229890.57","n/a","n/a","Consumer Non-Durables","Food Distributors","https://www.nasdaq.com/symbol/wilc",
"GTHX","G1 Therapeutics, Inc.","43.52","1453765363.2","n/a","2017","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/gthx",
"FOANC","Gabelli NextShares Trust","100.04","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/foanc",
"GRBIC","Gabelli NextShares Trust","99.99","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/grbic",
"MOGLC","Gabelli NextShares Trust","99.96","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/moglc",
"PETZC","Gabelli NextShares Trust","100.04","5002000","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/petzc",
"GAIA","Gaia, Inc.","15.32","274230129.48","n/a","1999","Consumer Services","Movies/Entertainment","https://www.nasdaq.com/symbol/gaia",
"GLPG","Galapagos NV","100.44","887749687.08","8838607","2015","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/glpg",
"GALT","Galectin Therapeutics Inc.","5.19","212342907.45","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/galt",
"GLMD","Galmed Pharmaceuticals Ltd.","12.18","254717343.72","n/a","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/glmd",
"GLPI","Gaming and Leisure Properties, Inc.","34.87","7454124890.52","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/glpi",
"GPIC","Gaming Partners International Corporation","9.14","72704340.22","n/a","n/a","Consumer Non-Durables","Recreational Products/Toys","https://www.nasdaq.com/symbol/gpic",
"GRMN","Garmin Ltd.","67.23","12692850412.14","n/a","2000","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/grmn",
"GARS","Garrison Capital Inc.","8.4","134814556.8","n/a","2013","n/a","n/a","https://www.nasdaq.com/symbol/gars",
"GLIBA","GCI Liberty, Inc.","49.61","5407718999.76","n/a","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/gliba",
"GLIBP","GCI Liberty, Inc.","24.55","881222250","n/a","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/glibp",
"GDS","GDS Holdings Limited","25.93","1272197029.71","49062747","2016","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/gds",
"GEMP","Gemphire Therapeutics Inc.","2.06","29386746.66","n/a","2016","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/gemp",
"GENC","Gencor Industries Inc.","12.04","174504075.76","n/a","n/a","Capital Goods","Construction/Ag Equipment/Trucks","https://www.nasdaq.com/symbol/genc",
"GFN","General Finance Corporation","15.68","419550606.72","n/a","n/a","Technology","Diversified Commercial Services","https://www.nasdaq.com/symbol/gfn",
"GFNCP","General Finance Corporation","102.8","0","n/a","n/a","Technology","Diversified Commercial Services","https://www.nasdaq.com/symbol/gfncp",
"GFNSL","General Finance Corporation","25.9","0","n/a","n/a","Technology","Diversified Commercial Services","https://www.nasdaq.com/symbol/gfnsl",
"GENE","Genetic Technologies Ltd","1.07","11455570.87","10706141","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/gene",
"GNUS","Genius Brands International, Inc.","2.4","21914366.4","n/a","n/a","Consumer Services","Movies/Entertainment","https://www.nasdaq.com/symbol/gnus",
"GNMK","GenMark Diagnostics, Inc.","6.16","343438831.12","n/a","2010","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/gnmk",
"GNCA","Genocea Biosciences, Inc.","0.78","67568260.5","n/a","2014","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/gnca",
"GHDX","Genomic Health, Inc.","64.36","2307642795.88","n/a","2005","Health Care","Medical Specialities","https://www.nasdaq.com/symbol/ghdx",
"GNPX","Genprex, Inc.","2","30075888","n/a","2018","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/gnpx",
"GNTX","Gentex Corporation","20.02","5383697258.94","n/a","n/a","Capital Goods","Auto Parts:O.E.M.","https://www.nasdaq.com/symbol/gntx",
"THRM","Gentherm Inc","42.7","1556966086.2","n/a","n/a","Capital Goods","Auto Parts:O.E.M.","https://www.nasdaq.com/symbol/thrm",
"GEOS","Geospace Technologies Corporation","13.5","183560053.5","n/a","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/geos",
"GABC","German American Bancorp, Inc.","35.24","809395068.72","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/gabc",
"GERN","Geron Corporation","1.73","317666104.98","n/a","1996","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/gern",
"GEVO","Gevo, Inc.","4.23","34199905.32","n/a","2011","Basic Industries","Major Chemicals","https://www.nasdaq.com/symbol/gevo",
"ROCK","Gibraltar Industries, Inc.","41.7","1334336490.9","n/a","1993","Capital Goods","Steel/Iron Ore","https://www.nasdaq.com/symbol/rock",
"GIGM","GigaMedia Limited","2.78","30725213.3","n/a","n/a","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/gigm",
"GIII","G-III Apparel Group, LTD.","39.09","1922408009.07","n/a","1989","Consumer Non-Durables","Apparel","https://www.nasdaq.com/symbol/giii",
"GILT","Gilat Satellite Networks Ltd.","8.57","469636968.41","n/a","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","https://www.nasdaq.com/symbol/gilt",
"GILD","Gilead Sciences, Inc.","76.54","99221908988.22","n/a","1992","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/gild",
